AC,MIMS_fitted,ENMO_fitted,MAD_fitted,AI_fitted
0,0.0513279889077971,0.00493842540760925,0.00439148226132159,0.314097134283681
1,0.060309534466237,0.00495420219831756,0.00443238631566025,0.317305699186132
2,0.0692910724950677,0.00496997896045503,0.0044732902972387,0.320514258800278
3,0.0782725653461339,0.00498575555116715,0.00451419384225562,0.323722786684592
4,0.087253967841736,0.00500153179902866,0.00455509651414971,0.326931251109264
5,0.0962352348041342,0.00501730753261421,0.00459599787635936,0.33013962034445
6,0.105216321055575,0.00503308258049857,0.00463689749232328,0.333347862660336
7,0.114197181418312,0.00504885677125635,0.0046777949254799,0.336555946327087
8,0.123177770714637,0.00506462993346227,0.00471868973926779,0.339763839614885
9,0.132158043766772,0.00508040189569099,0.00475958149712549,0.342971510793896
10,0.141137955397016,0.00509617248651726,0.00480046976249158,0.346178928134306
11,0.150117460427615,0.00511194153451575,0.00484135409880462,0.349386059906278
12,0.15909651368082,0.00512770886826109,0.00488223406950309,0.352592874379985
13,0.168075069978909,0.00514347431632804,0.00492310923802556,0.355799339825607
14,0.177053084144146,0.00515923770729126,0.00496397916781063,0.359005424513319
15,0.186030510998782,0.00517499886972544,0.00500484342229677,0.362211096713292
16,0.195007305365078,0.00519075763220528,0.00504570156492259,0.365416324695695
17,0.203983422065297,0.00520651382330546,0.00508655315912658,0.368621076730709
18,0.212958815921699,0.00522226727160064,0.00512739776834728,0.371825321088509
19,0.22193344175656,0.00523801780566557,0.00516823495602335,0.375029026039259
20,0.230907254392126,0.00525376525407492,0.00520906428559323,0.378232159853146
21,0.239880208650675,0.00526950944540337,0.0052498853204955,0.381434690800336
22,0.248852259354446,0.00528525020822557,0.00529069762416864,0.384636587151001
23,0.257823361325714,0.00530098737111631,0.0053315007600513,0.38783781717532
24,0.266793469386734,0.00531672076265017,0.00537229429158197,0.391038349143464
25,0.275762538359768,0.00533245021140188,0.0054130777821992,0.39423815132561
26,0.284730523067102,0.00534817554594617,0.00545385079534159,0.39743719199193
27,0.293697378330966,0.00536389659485769,0.00549461289444762,0.400635439412596
28,0.30266305897364,0.00537961318671112,0.00553536364295584,0.403832861857782
29,0.31162751981737,0.00539532515008117,0.0055761026043048,0.40702942759767
30,0.32059071568444,0.00541103231354256,0.00561682934193319,0.410225104902423
31,0.329552601397091,0.00542673450566991,0.0056575434192793,0.413419862042222
32,0.338513131777592,0.00544243155503796,0.00569824439978186,0.416613667287236
33,0.347472261648208,0.00545812329022138,0.00573893184687933,0.419806488907642
34,0.356429945831192,0.00547380953979483,0.0057796053240103,0.422998295173612
35,0.365386139148809,0.00548949013233306,0.00582026439461328,0.426189054355321
36,0.374340796423332,0.00550516489641071,0.00586090862212688,0.429378734722944
37,0.383293872477011,0.00552083366060254,0.00590153756998956,0.432567304546654
38,0.392245322132103,0.00553649625348314,0.00594215080163992,0.435754732096624
39,0.401195100210882,0.00555215250362728,0.00598274788051657,0.438940985643031
40,0.41014316153562,0.00556780223960964,0.00602332837005797,0.44212603345605
41,0.419089460928553,0.00558344529000481,0.00606389183370261,0.445309843805847
42,0.428033953211941,0.00559908148338764,0.00610443783488914,0.448492384962599
43,0.436976593208069,0.00561471064833271,0.0061449659370561,0.451673625196484
44,0.445917335739193,0.00563033261341471,0.006185475703642,0.454853532777673
45,0.454856135627566,0.00564594720720842,0.00622596669808541,0.458032075976344
46,0.46379294769544,0.00566155425828841,0.00626643848382486,0.46120922306266
47,0.4727277267651,0.00567715359522944,0.0063068906242989,0.464384942306805
48,0.481660427658799,0.00569274504660619,0.00634732268294608,0.467559201978952
49,0.490591005198794,0.00570832844099334,0.00638773422320492,0.470731970349272
50,0.499519414207356,0.00572390360696559,0.00642812480851401,0.47390321568794
51,0.50844560950673,0.00573947037309763,0.00646849400231188,0.477072906265129
52,0.517369545919199,0.00575502856796412,0.00650884136803711,0.480241010351013
53,0.526291178267008,0.00577057802013981,0.00654916646912816,0.483407496215767
54,0.535210461372418,0.00578611855819931,0.00658946886902364,0.486572332129562
55,0.544127350057706,0.00580165001071737,0.00662974813116209,0.489735486362579
56,0.55304179914512,0.00581717220626868,0.00667000381898206,0.492896927184988
57,0.561953763456929,0.00583268497342788,0.0067102354959221,0.496056622866956
58,0.570863197815392,0.00584818814076971,0.00675044272542065,0.499214541678667
59,0.579770057042774,0.00586368153686882,0.00679062507091645,0.502370651890293
60,0.588674295961331,0.00587916499029994,0.00683078209584793,0.505524921772004
61,0.597575869393318,0.00589463832963771,0.00687091336365362,0.508677319593976
62,0.606474732161023,0.0059101013834569,0.00691101843777216,0.511827813626384
63,0.615370839086669,0.0059255539803321,0.00695109688164196,0.514976372139397
64,0.624264144992565,0.00594099594883805,0.00699114825870169,0.518122963403195
65,0.633154604700922,0.00595642711754943,0.00703117213238984,0.52126755568795
66,0.642042173034045,0.00597184731504097,0.00707116806614492,0.524410117263833
67,0.650926804814167,0.00598725636988729,0.00711113562340559,0.527550616401025
68,0.659808454863566,0.00600265411066313,0.00715107436761029,0.530689021369693
69,0.668687078004494,0.00601804036594317,0.00719098386219763,0.533825300440014
70,0.67756262905922,0.00603341496430211,0.00723086367060616,0.536959421882159
71,0.686435062849996,0.0060487777343146,0.0072707133562743,0.540091353966305
72,0.695304334199097,0.00606412850455535,0.00731053248264077,0.543221064962627
73,0.704170397928764,0.00607946710359904,0.007350320613144,0.546348523141291
74,0.713033208861287,0.0060947933600204,0.00739007731122265,0.549473696772481
75,0.72189272181891,0.00611010710239407,0.00742980214031512,0.552596554126369
76,0.730748891623895,0.00612540815929477,0.00746949466386004,0.555717063473124
77,0.739601673098502,0.00614069635929718,0.007509154445296,0.558835193082924
78,0.748451021064998,0.00615597153097599,0.00754878104806143,0.561950911225938
79,0.757296890345654,0.0061712335029059,0.00758837403559499,0.565064186172347
80,0.766139235762708,0.00618648210366154,0.00762793297133512,0.568174986192317
81,0.774978012138443,0.0062017171618177,0.00766745741872047,0.571283279556032
